No.,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
14539,MIRT021871,hsa-miR-128-3p,Homo sapiens,ACADM,34,Homo sapiens,Microarray,Functional MTI (Weak),17612493
22676,MIRT028946,hsa-miR-26b-5p,Homo sapiens,ACADM,34,Homo sapiens,Microarray,Functional MTI (Weak),19088304
5296,MIRT004953,hsa-miR-98-5p,Homo sapiens,ACADM,34,Homo sapiens,qRT-PCR,Functional MTI (Weak),17942906
10656,MIRT018383,hsa-miR-335-5p,Homo sapiens,ACE,1636,Homo sapiens,Microarray,Functional MTI (Weak),18185580
19841,MIRT026799,hsa-miR-192-5p,Homo sapiens,ACSF3,197322,Homo sapiens,Microarray,Functional MTI (Weak),19074876
17774,MIRT024911,hsa-miR-215-5p,Homo sapiens,ACSF3,197322,Homo sapiens,Microarray,Functional MTI (Weak),19074876
44500,MIRT052403,hsa-let-7a-5p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
43971,MIRT051913,hsa-let-7b-5p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
43782,MIRT051732,hsa-let-7c-5p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
199375,MIRT503198,hsa-let-7i-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
199376,MIRT503198,hsa-let-7i-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
199377,MIRT503198,hsa-let-7i-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
199378,MIRT503198,hsa-let-7i-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
199379,MIRT503198,hsa-let-7i-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
40234,MIRT048522,hsa-miR-100-5p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
159475,MIRT482532,hsa-miR-1200,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159476,MIRT482532,hsa-miR-1200,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159477,MIRT482532,hsa-miR-1200,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159478,MIRT482532,hsa-miR-1200,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
220951,MIRT512333,hsa-miR-124-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220952,MIRT512333,hsa-miR-124-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
159447,MIRT482514,hsa-miR-1275,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
95014,MIRT441282,hsa-miR-127-5p,Homo sapiens,ACTB,60,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
27198,MIRT035901,hsa-miR-1295a,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
27174,MIRT035877,hsa-miR-1303,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
27114,MIRT035818,hsa-miR-1307-3p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
16921,MIRT024098,hsa-miR-1-3p,Homo sapiens,ACTB,60,Homo sapiens,Proteomics,Functional MTI (Weak),18668040
45534,MIRT053374,hsa-miR-145-5p,Homo sapiens,ACTB,60,Homo sapiens,qRT-PCR//Western blot,Non-Functional MTI,19439999
45535,MIRT053374,hsa-miR-145-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
45536,MIRT053374,hsa-miR-145-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
45537,MIRT053374,hsa-miR-145-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
43260,MIRT051251,hsa-miR-16-5p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
199385,MIRT503200,hsa-miR-191-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
199386,MIRT503200,hsa-miR-191-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
199387,MIRT503200,hsa-miR-191-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
199388,MIRT503200,hsa-miR-191-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
199389,MIRT503200,hsa-miR-191-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
265937,MIRT543082,hsa-miR-192-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
39938,MIRT048244,hsa-miR-196a-5p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
159450,MIRT482516,hsa-miR-19a-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159451,MIRT482516,hsa-miR-19a-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159448,MIRT482515,hsa-miR-19b-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159449,MIRT482515,hsa-miR-19b-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
265940,MIRT543085,hsa-miR-216a-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
95016,MIRT441284,hsa-miR-218-5p,Homo sapiens,ACTB,60,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23212916
38483,MIRT046843,hsa-miR-221-3p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
38225,MIRT046589,hsa-miR-222-3p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
44931,MIRT052797,hsa-miR-3176,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
36311,MIRT044755,hsa-miR-320a,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
34633,MIRT043141,hsa-miR-324-5p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
35147,MIRT043650,hsa-miR-326,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
199390,MIRT503201,hsa-miR-329-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
199391,MIRT503201,hsa-miR-329-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
199392,MIRT503201,hsa-miR-329-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
199393,MIRT503201,hsa-miR-329-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
199394,MIRT503201,hsa-miR-329-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
296698,MIRT568642,hsa-miR-33a-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
296699,MIRT568642,hsa-miR-33a-5p,Homo sapiens,ACTB,60,Homo sapiens,Flow//qRT-PCR//Western blot,Functional MTI,25544258
296697,MIRT568641,hsa-miR-33b-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
159467,MIRT482529,hsa-miR-3529-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159468,MIRT482529,hsa-miR-3529-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159441,MIRT482509,hsa-miR-3611,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159442,MIRT482509,hsa-miR-3611,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159494,MIRT482537,hsa-miR-3613-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159495,MIRT482537,hsa-miR-3613-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159496,MIRT482537,hsa-miR-3613-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159497,MIRT482537,hsa-miR-3613-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
296693,MIRT568637,hsa-miR-3680-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
35410,MIRT043906,hsa-miR-378a-3p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
296700,MIRT568643,hsa-miR-382-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
199405,MIRT503204,hsa-miR-3912-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
199406,MIRT503204,hsa-miR-3912-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
199407,MIRT503204,hsa-miR-3912-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
199408,MIRT503204,hsa-miR-3912-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
199409,MIRT503204,hsa-miR-3912-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
159464,MIRT482527,hsa-miR-3973,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159465,MIRT482527,hsa-miR-3973,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
95007,MIRT441278,hsa-miR-412-3p,Homo sapiens,ACTB,60,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
159439,MIRT482507,hsa-miR-4260,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
77552,MIRT239825,hsa-miR-4282,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
79992,MIRT258433,hsa-miR-4289,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
79993,MIRT258433,hsa-miR-4289,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
95012,MIRT441280,hsa-miR-432-3p,Homo sapiens,ACTB,60,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
159487,MIRT482535,hsa-miR-4324,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159488,MIRT482535,hsa-miR-4324,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159489,MIRT482535,hsa-miR-4324,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159490,MIRT482535,hsa-miR-4324,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
159491,MIRT482536,hsa-miR-4328,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159492,MIRT482536,hsa-miR-4328,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159493,MIRT482536,hsa-miR-4328,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
199395,MIRT503202,hsa-miR-4464,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
199396,MIRT503202,hsa-miR-4464,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
199397,MIRT503202,hsa-miR-4464,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
199398,MIRT503202,hsa-miR-4464,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
199399,MIRT503202,hsa-miR-4464,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
220937,MIRT512326,hsa-miR-4477a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220938,MIRT512326,hsa-miR-4477a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
159440,MIRT482508,hsa-miR-450a-2-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
296696,MIRT568640,hsa-miR-450b-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
159453,MIRT482518,hsa-miR-4525,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
29176,MIRT037834,hsa-miR-455-3p,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
159446,MIRT482513,hsa-miR-4665-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
77553,MIRT239826,hsa-miR-4698,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220939,MIRT512327,hsa-miR-4699-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220940,MIRT512327,hsa-miR-4699-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
159457,MIRT482522,hsa-miR-4723-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
199400,MIRT503203,hsa-miR-4748,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
199401,MIRT503203,hsa-miR-4748,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
199402,MIRT503203,hsa-miR-4748,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
199403,MIRT503203,hsa-miR-4748,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
199404,MIRT503203,hsa-miR-4748,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
33133,MIRT041669,hsa-miR-484,Homo sapiens,ACTB,60,Homo sapiens,CLASH,Functional MTI (Weak),23622248
95015,MIRT441283,hsa-miR-493-3p,Homo sapiens,ACTB,60,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
95013,MIRT441281,hsa-miR-493-5p,Homo sapiens,ACTB,60,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
159452,MIRT482517,hsa-miR-5010-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
220949,MIRT512332,hsa-miR-506-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220950,MIRT512332,hsa-miR-506-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
296695,MIRT568639,hsa-miR-507,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
159517,MIRT482544,hsa-miR-5195-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159518,MIRT482544,hsa-miR-5195-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159519,MIRT482544,hsa-miR-5195-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
159462,MIRT482526,hsa-miR-520g-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159463,MIRT482526,hsa-miR-520g-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159460,MIRT482525,hsa-miR-520h,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159461,MIRT482525,hsa-miR-520h,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
220943,MIRT512329,hsa-miR-524-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220944,MIRT512329,hsa-miR-524-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220941,MIRT512328,hsa-miR-525-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220942,MIRT512328,hsa-miR-525-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
95008,MIRT441279,hsa-miR-544a,Homo sapiens,ACTB,60,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24374217
95009,MIRT441279,hsa-miR-544a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
95010,MIRT441279,hsa-miR-544a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
95011,MIRT441279,hsa-miR-544a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
159483,MIRT482534,hsa-miR-544b,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159484,MIRT482534,hsa-miR-544b,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159485,MIRT482534,hsa-miR-544b,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159486,MIRT482534,hsa-miR-544b,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
76282,MIRT222255,hsa-miR-548aa,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
76283,MIRT222255,hsa-miR-548aa,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
76284,MIRT222255,hsa-miR-548aa,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159514,MIRT482543,hsa-miR-548ac,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159515,MIRT482543,hsa-miR-548ac,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159516,MIRT482543,hsa-miR-548ac,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
76285,MIRT222256,hsa-miR-548ap-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
76286,MIRT222256,hsa-miR-548ap-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
76287,MIRT222256,hsa-miR-548ap-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159511,MIRT482542,hsa-miR-548bb-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159512,MIRT482542,hsa-miR-548bb-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159513,MIRT482542,hsa-miR-548bb-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159508,MIRT482541,hsa-miR-548d-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159509,MIRT482541,hsa-miR-548d-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159510,MIRT482541,hsa-miR-548d-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159505,MIRT482540,hsa-miR-548h-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159506,MIRT482540,hsa-miR-548h-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159507,MIRT482540,hsa-miR-548h-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
220945,MIRT512330,hsa-miR-548l,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220946,MIRT512330,hsa-miR-548l,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
220947,MIRT512331,hsa-miR-548n,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
220948,MIRT512331,hsa-miR-548n,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
76279,MIRT222253,hsa-miR-548t-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
76280,MIRT222253,hsa-miR-548t-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
76281,MIRT222253,hsa-miR-548t-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159502,MIRT482539,hsa-miR-548z,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159503,MIRT482539,hsa-miR-548z,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159504,MIRT482539,hsa-miR-548z,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
296694,MIRT568638,hsa-miR-557,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
159438,MIRT482506,hsa-miR-5572,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
199380,MIRT503199,hsa-miR-5681a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
199381,MIRT503199,hsa-miR-5681a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
199382,MIRT503199,hsa-miR-5681a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
199383,MIRT503199,hsa-miR-5681a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
199384,MIRT503199,hsa-miR-5681a,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
159456,MIRT482521,hsa-miR-5698,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159479,MIRT482533,hsa-miR-5702,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159480,MIRT482533,hsa-miR-5702,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159481,MIRT482533,hsa-miR-5702,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159482,MIRT482533,hsa-miR-5702,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
159498,MIRT482538,hsa-miR-605-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159499,MIRT482538,hsa-miR-605-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159500,MIRT482538,hsa-miR-605-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
159501,MIRT482538,hsa-miR-605-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
159459,MIRT482524,hsa-miR-626,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
7896,MIRT007163,hsa-miR-644a,Homo sapiens,ACTB,60,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23091630
159469,MIRT482530,hsa-miR-6507-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159470,MIRT482530,hsa-miR-6507-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159466,MIRT482528,hsa-miR-6510-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
222228,MIRT513074,hsa-miR-6738-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
222229,MIRT513074,hsa-miR-6738-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
222230,MIRT513074,hsa-miR-6738-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
159444,MIRT482511,hsa-miR-6751-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
199370,MIRT503197,hsa-miR-6772-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
199371,MIRT503197,hsa-miR-6772-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
199372,MIRT503197,hsa-miR-6772-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
199373,MIRT503197,hsa-miR-6772-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
199374,MIRT503197,hsa-miR-6772-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
159443,MIRT482510,hsa-miR-6803-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
265938,MIRT543083,hsa-miR-6870-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159455,MIRT482520,hsa-miR-6870-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
265939,MIRT543084,hsa-miR-6872-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
159458,MIRT482523,hsa-miR-6876-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159445,MIRT482512,hsa-miR-7109-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
159454,MIRT482519,hsa-miR-7111-5p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
265942,MIRT543087,hsa-miR-7-1-3p,Homo sapiens,ACTB,60,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
